periode_data,periode_pemantauan,bulan_sampling,wilayah,kecamatan,jenis_lokasi,lokasi_sampling,latitude,longitude,kelompok_parameter,parameter,baku_mutu,hasil_pengukuran,kondisi
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Jati Padang,-6.285555556,106.8347222,,Oksigen terlarut (DO),4,6.05,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Jati Padang,-6.285555556,106.8347222,,Daya Hantar Listrik,N/A,507,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Jati Padang,-6.285555556,106.8347222,,ORP*,N/A,3,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Jati Padang,-6.285555556,106.8347222,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Jati Padang,-6.285555556,106.8347222,,Zat Organik (KMnO4),10,2.34,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Barat,Tamansari,Sumur,Keagungan,-6.150888889,106.8150556,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Jati Padang,-6.285555556,106.8347222,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Jati Padang,-6.285555556,106.8347222,,IP,N/A,11.3,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Jati Padang,-6.285555556,106.8347222,,Status,N/A,berat,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Total Coliform,0,910,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Temperatur,N/A,29,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Total Dissolve Solid,300,282.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Kekeruhan,3,1.28,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Warna,10,2.94,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,pH,N/A,6.925,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Nitrat (sebagai NO3) (terlarut),20,16.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Jagakarsa,Sumur,Srengseng Sawah,-6.3455,106.83094,,Nitrit (sebagai NO2) (terlarut),3,0.0009,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Mangan (Mn) terlarut,0.1,0.0066,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Salinitas,N/A,0.03,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Oksigen terlarut (DO),4,5.65,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Daya Hantar Listrik,N/A,416.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,ORP*,N/A,5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Zat Organik (KMnO4),10,0.66,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Pasar Minggu,Sumur,Kebagusan,-6.319722222,106.8255556,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,IP,N/A,11.2,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Palmerah,Sumur,Jati Pulo,-6.176944444,106.8041667,,Status,N/A,berat,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Total Coliform,0,95,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Temperatur,N/A,30.15,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Total Dissolve Solid,300,235,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Kekeruhan,3,3.05,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Warna,10,4.92,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,pH,N/A,6.83,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Nitrat (sebagai NO3) (terlarut),20,11.1,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Tanjung Duren Selatan,-6.181111111,106.7875,,Nitrit (sebagai NO2) (terlarut),3,0.0009,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Mangan (Mn) terlarut,0.1,0.016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Salinitas,N/A,0.02,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Oksigen terlarut (DO),4,5.25,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Daya Hantar Listrik,N/A,335,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,ORP*,N/A,21,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Zat Organik (KMnO4),10,1.34,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Kebayoran Lama,Sumur,Kebayoran Lama Selatan,-6.248055556,106.7827778,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,IP,N/A,7.8,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Cakung,Sumur,Jatinegara,-6.197705556,106.9053417,,Status,N/A,sedang,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Total Coliform,0,680,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Temperatur,N/A,27.05,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Total Dissolve Solid,300,577.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Kekeruhan,3,0.24,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Warna,10,5.1,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,pH,N/A,7.435,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Nitrat (sebagai NO3) (terlarut),20,1.14,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Johar Baru,Sumur,Galur,-6.175588889,106.8545806,,Nitrit (sebagai NO2) (terlarut),3,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Mangan (Mn) terlarut,0.1,0.0093,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Salinitas,N/A,0.045,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Oksigen terlarut (DO),4,5.9,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Daya Hantar Listrik,N/A,854,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,ORP*,N/A,-25,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Zat Organik (KMnO4),10,2.87,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Kebayoran Lama,Sumur,Kebayoran Lama Utara,-6.241388889,106.7808333,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo 235,-6.22225806,106.7431017,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,IP,N/A,10.8,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar,-6.161388889,106.7813889,,Status,N/A,berat,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Total Coliform,0,370,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Temperatur,N/A,28.65,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Total Dissolve Solid,300,518.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Kekeruhan,3,0.68,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Warna,10,3.4,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,pH,N/A,7.435,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Nitrat (sebagai NO3) (terlarut),20,3.45,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Kemayoran,Sumur,Gunung Sahari Selatan,-6.160555556,106.8458333,,Nitrit (sebagai NO2) (terlarut),3,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Besi (Fe) (terlarut),0.2,0.04,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Mangan (Mn) terlarut,0.1,0.29,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Salinitas,N/A,0.045,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Oksigen terlarut (DO),4,5.2,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Daya Hantar Listrik,N/A,776,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,ORP*,N/A,26.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Zat Organik (KMnO4),10,2.77,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Selatan,Tebet,Sumur,Kebon Baru,-6.232291667,106.8593472,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Pusat,Johar Baru,Sumur,Johar Baru,-6.183416667,106.856611,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,IP,N/A,9.9,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Grogol Petamburan,Sumur,Jelambar Baru,-6.142696,106.788173,,Status,N/A,sedang,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Total Coliform,0,89,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Temperatur,N/A,29.55,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Total Dissolve Solid,300,570,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Kekeruhan,3,1.95,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Warna,10,1.8,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,pH,N/A,7.995,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Nitrat (sebagai NO3) (terlarut),20,8.36,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Timur,Matraman,Sumur,Kebon Manggis,-6.205609,106.855774,,Nitrit (sebagai NO2) (terlarut),3,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Mangan (Mn) terlarut,0.1,0.059,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Salinitas,N/A,0.04,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Oksigen terlarut (DO),4,6.6,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Daya Hantar Listrik,N/A,790,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,ORP*,N/A,-44,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Zat Organik (KMnO4),10,1.1,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Tanah Abang,Sumur,Kebon Kacang,-6.191175,106.81455,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Utara,Cilincing,Sumur,Kali Baru,-6.099442,106.933804,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,IP,N/A,7.7,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Besi,-6.152794444,106.7978333,,Status,N/A,sedang,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Total Coliform,0,260,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Temperatur,N/A,29.9,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Total Dissolve Solid,300,545,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Kekeruhan,3,2.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Warna,10,1.35,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,pH,N/A,7.725,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Nitrat (sebagai NO3) (terlarut),20,6.01,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Kembangan Utara,-6.179174,106.735213,,Nitrit (sebagai NO2) (terlarut),3,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Mangan (Mn) terlarut,0.1,0.0073,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Salinitas,N/A,0.01,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Oksigen terlarut (DO),4,6.1,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Daya Hantar Listrik,N/A,820,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,ORP*,N/A,-29,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Zat Organik (KMnO4),10,0.96,
,Periode 2 (Musim Kering),,Kota Adm. Jakarta Pusat,Gambir,Sumur,Kebon Kelapa,-6.16444,106.825046,,Air Raksa,N/A,0.0001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Kalianyar,-6.156080556,106.7992528,,Kadmium,N/A,0.0004,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Timbal,N/A,0.0015,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,IP,N/A,9.3,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Tambora,Sumur,Jembatan Lima,-6.146914,106.80313,,Status,N/A,sedang,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Escherichia coli,0,0,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Total Coliform,0,70,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Temperatur,N/A,27.5,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Total Dissolve Solid,300,319,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Kekeruhan,3,0.36,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Warna,10,7.57,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,pH,N/A,7.49,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Nitrat (sebagai NO3) (terlarut),20,12.1,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Selatan,Kebayoran Baru,Sumur,Keramat Pela,-6.244954,106.790696,,Nitrit (sebagai NO2) (terlarut),3,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Kromium valensi 6 (Cr6+) (terlarut),0.01,0.001,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Besi (Fe) (terlarut),0.2,0.0057,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Mangan (Mn) terlarut,0.1,0.021,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Salinitas,N/A,0.03,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Oksigen terlarut (DO),4,3.7,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Daya Hantar Listrik,N/A,482,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,ORP*,N/A,-23,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Deterjen,0.05,0.0016,
,Periode 1 (Musim Hujan),,Kota Adm. Jakarta Barat,Kembangan,Sumur,Joglo,-6.220284,106.735469,,Zat Organik (KMnO4),10,1.77,
