periode_data,periode_pemantauan,bulan_sampling,jenis_lokasi,lokasi_sampling,latitude,longitude,kelompok_parameter,parameter,baku_mutu,hasil_pengukuran,kondisi
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,Kimia,Endrin,µg/L,"< 0.08",Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,Kimia,Toxaphan,µg/L,"< 0.1",Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,Kimia,TBT,µg/L,"< 0.001",Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,"Logam Berat","Air raksa (Hg)",mg/L,0.0005,Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,"Logam Berat","Kromium heksavalent (Cr(VI))",mg/L,"< 0.005",Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,"Logam Berat","Arsen (As)",mg/L,0.0013,Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,"Logam Berat","Kadmium (Cd)",mg/L,"< 0.001",Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,"Logam Berat","Tembaga (Cu)",mg/L,"< 0.005",Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,"Logam Berat","Timbal (Pb)",mg/L,0.0030,Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,"Logam Berat","Seng (Zn)",mg/L,0.031,Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,"Logam Berat","Nikel (Ni)",mg/L,0.0020,Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,Biologi,"Fecal coliform","Jml/100 mL","< 1.1",Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,Biologi,"Coliform (total)","Jml/100 mL","< 1.1",Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,Biologi,Salmonella,CFU/mL,0,Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,Biologi,Fitoplankton,Sel/mL,35.247,Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,"Indek Kualitas Air","Indeks Pencemaran (IP)",N/A,0.56,Baik
2024,"Periode 1",3,Pulau,"Kontrol (P1)",-5.938916667,106.7157778,"Indek Kualitas Air","Status Indeks (IP)",N/A,Baik,Baik
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Fisik,Suhu,oC,29.7,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Fisik,Kecerahan,meter,0.68,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Fisik,Bau,N/A,alami,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Fisik,Kekeruhan,NTU,35.3,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Fisik,TSS,mg/L,13.6,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Fisik,Sampah,N/A,N/A,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Fisik,"Lapisan Minyak",N/A,N/A,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,pH,N/A,7.85,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Salinitas,N/A,21.1,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,"Oksigen terlarut (DO)",mg/L,3.98,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,BOD5,mg/L,65.5,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,"Amonia total",mg/L,0.377,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Orto-fosfat,mg/L,0.439,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Nitrat,mg/L,0.946,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Sianida,mg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Sulfida,mg/L,0.026,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,TPH,mg/L,"< 0.02","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,"Fenol Total",mg/L,"< 0.0008","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,PAH,mg/L,"< 0.0001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,PCB,µg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Surfaktan,mg/L,0.055,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,"Minyak dan Lemak",mg/L,"< 1","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,BHC,µg/L,"< 0.4","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Aldrin/dieldrin,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Chlordane,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,DDT,µg/L,"< 0.04","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Heptachlor,µg/L,"< 0.04","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Lindane,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Methoxy-chlor,µg/L,"< 0.005","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Endrin,µg/L,"< 0.08","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,Toxaphan,µg/L,"< 0.1","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Kimia,TBT,µg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,"Logam Berat","Air raksa (Hg)",mg/L,0.0008,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,"Logam Berat","Kromium heksavalent (Cr(VI))",mg/L,0.0050,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,"Logam Berat","Arsen (As)",mg/L,0.0015,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,"Logam Berat","Kadmium (Cd)",mg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,"Logam Berat","Tembaga (Cu)",mg/L,"< 0.005","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,"Logam Berat","Timbal (Pb)",mg/L,0.0030,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,"Logam Berat","Seng (Zn)",mg/L,0.042,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,"Logam Berat","Nikel (Ni)",mg/L,0.0060,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Biologi,"Fecal coliform","Jml/100 mL",240,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Biologi,"Coliform (total)","Jml/100 mL",9200,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Biologi,Salmonella,CFU/mL,0,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,Biologi,Fitoplankton,Sel/mL,12,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,"Indek Kualitas Air","Indeks Pencemaran (IP)",N/A,6.1,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (pasang)",-6.097725006,106.7662056,"Indek Kualitas Air","Status Indeks (IP)",N/A,"Cemar sedang","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Fisik,Suhu,oC,29.9,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Fisik,Kecerahan,meter,0.5,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Fisik,Bau,N/A,alami,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Fisik,Kekeruhan,NTU,40.9,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Fisik,TSS,mg/L,24.1,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Fisik,Sampah,N/A,N/A,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Fisik,"Lapisan Minyak",N/A,N/A,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,pH,N/A,7.67,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Salinitas,N/A,22.5,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,"Oksigen terlarut (DO)",mg/L,2.73,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,BOD5,mg/L,67.5,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,"Amonia total",mg/L,0.186,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Orto-fosfat,mg/L,0.242,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Nitrat,mg/L,0.682,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Sianida,mg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Sulfida,mg/L,0.024,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,TPH,mg/L,"< 0.02","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,"Fenol Total",mg/L,"< 0.0008","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,PAH,mg/L,"< 0.0001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,PCB,µg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Surfaktan,mg/L,0.035,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,"Minyak dan Lemak",mg/L,"< 1","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,BHC,µg/L,"< 0.4","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Aldrin/dieldrin,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Chlordane,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,DDT,µg/L,"< 0.04","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Heptachlor,µg/L,"< 0.04","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Lindane,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Methoxy-chlor,µg/L,"< 0.005","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Endrin,µg/L,"< 0.08","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,Toxaphan,µg/L,"< 0.1","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Kimia,TBT,µg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,"Logam Berat","Air raksa (Hg)",mg/L,0.0008,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,"Logam Berat","Kromium heksavalent (Cr(VI))",mg/L,"< 0.005","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,"Logam Berat","Arsen (As)",mg/L,0.0013,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,"Logam Berat","Kadmium (Cd)",mg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,"Logam Berat","Tembaga (Cu)",mg/L,"< 0.005","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,"Logam Berat","Timbal (Pb)",mg/L,0.0020,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,"Logam Berat","Seng (Zn)",mg/L,0.044,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,"Logam Berat","Nikel (Ni)",mg/L,0.0090,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Biologi,"Fecal coliform","Jml/100 mL",460,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Biologi,"Coliform (total)","Jml/100 mL",5200,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Biologi,Salmonella,CFU/mL,0,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,Biologi,Fitoplankton,Sel/mL,7.1,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,"Indek Kualitas Air","Indeks Pencemaran (IP)",N/A,5.2,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara Angke (surut)",-6.097725006,106.7662056,"Indek Kualitas Air","Status Indeks (IP)",N/A,"Cemar sedang","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Fisik,Suhu,oC,30.1,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Fisik,Kecerahan,meter,0.5,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Fisik,Bau,N/A,alami,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Fisik,Kekeruhan,NTU,52.4,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Fisik,TSS,mg/L,5.17,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Fisik,Sampah,N/A,N/A,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Fisik,"Lapisan Minyak",N/A,N/A,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,pH,N/A,7.11,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Salinitas,N/A,24.3,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,"Oksigen terlarut (DO)",mg/L,2.14,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,BOD5,mg/L,81.9,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,"Amonia total",mg/L,0.219,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Orto-fosfat,mg/L,0.049,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Nitrat,mg/L,0.145,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Sianida,mg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Sulfida,mg/L,0.2,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,TPH,mg/L,"< 0.02","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,"Fenol Total",mg/L,"< 0.0008","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,PAH,mg/L,"< 0.0001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,PCB,µg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Surfaktan,mg/L,0.069,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,"Minyak dan Lemak",mg/L,"< 1","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,BHC,µg/L,"< 0.4","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Aldrin/dieldrin,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Chlordane,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,DDT,µg/L,"< 0.04","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Heptachlor,µg/L,"< 0.04","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Lindane,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Methoxy-chlor,µg/L,"< 0.005","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Endrin,µg/L,"< 0.08","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,Toxaphan,µg/L,"< 0.1","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Kimia,TBT,µg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,"Logam Berat","Air raksa (Hg)",mg/L,0.0003,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,"Logam Berat","Kromium heksavalent (Cr(VI))",mg/L,"< 0.005","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,"Logam Berat","Arsen (As)",mg/L,0.0017,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,"Logam Berat","Kadmium (Cd)",mg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,"Logam Berat","Tembaga (Cu)",mg/L,"< 0.005","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,"Logam Berat","Timbal (Pb)",mg/L,0.0060,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,"Logam Berat","Seng (Zn)",mg/L,0.026,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,"Logam Berat","Nikel (Ni)",mg/L,0.0060,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Biologi,"Fecal coliform","Jml/100 mL","< 1.1","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Biologi,"Coliform (total)","Jml/100 mL","< 1.1","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Biologi,Salmonella,CFU/mL,0,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,Biologi,Fitoplankton,Sel/mL,12.4,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,"Indek Kualitas Air","Indeks Pencemaran (IP)",N/A,5.46,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (pasang)",-6.092583295,106.9681944,"Indek Kualitas Air","Status Indeks (IP)",N/A,"Cemar sedang","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Fisik,Suhu,oC,31,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Fisik,Kecerahan,meter,0.5,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Fisik,Bau,N/A,alami,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Fisik,Kekeruhan,NTU,56.8,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Fisik,TSS,mg/L,7.27,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Fisik,Sampah,N/A,N/A,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Fisik,"Lapisan Minyak",N/A,N/A,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,pH,N/A,6.78,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Salinitas,N/A,10.9,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,"Oksigen terlarut (DO)",mg/L,2.83,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,BOD5,mg/L,75.4,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,"Amonia total",mg/L,0.051,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Orto-fosfat,mg/L,0.263,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Nitrat,mg/L,0.372,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Sianida,mg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Sulfida,mg/L,0.027,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,TPH,mg/L,"< 0.02","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,"Fenol Total",mg/L,"< 0.0008","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,PAH,mg/L,"< 0.0001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,PCB,µg/L,"< 0.001","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Surfaktan,mg/L,0.065,"Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,"Minyak dan Lemak",mg/L,"< 1","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,BHC,µg/L,"< 0.4","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Aldrin/dieldrin,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Chlordane,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,DDT,µg/L,"< 0.04","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Heptachlor,µg/L,"< 0.04","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Lindane,µg/L,"< 0.2","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Methoxy-chlor,µg/L,"< 0.005","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Endrin,µg/L,"< 0.08","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,Toxaphan,µg/L,"< 0.1","Cemar sedang"
2024,"Periode 1",3,Muara,"Muara BKT (surut)",-6.092583295,106.9681944,Kimia,TBT,µg/L,"< 0.001","Cemar sedang"
